date,Po,P,U,Ff,VV,tavg,tmin,tmax,prcp,wspd
2014/8/19,752.8625,756.225,82.25,2.625,14.1625,26.6,23.8,31.4,66,9.6
2014/8/20,754.1875,757.6,93.875,1.875,6.775,24.8,23.8,26,40.9,8
2014/8/21,754.375,757.7625,83.875,1.875,12.875,26.7,23.4,32,1.3,6.3
2014/8/22,754.5375,757.9125,90,2,6.95,28.4,24.1,33,36.1,5
2014/8/23,753.7625,757.125,79,2.125,14.475,30,24,34,33.46666667,6.8
2014/8/24,753.6625,757,74.375,1.625,21.25,30.2,25.4,34,30.83333333,6.6
2014/8/25,754.2,757.5375,75.125,1.5,12.3125,31,24.4,35,28.2,3.8
2014/8/26,754.5375,757.8875,76.875,1.625,19.33333333,30.9,24.9,35,25.56666667,5.7
2014/8/27,754.4875,757.85,72.125,2.125,22.375,31,24.2,35,22.93333333,8.3
2014/8/28,755.675,759.05,77.875,2.375,18.9875,29.3,24.5,34,20.3,10.4
2014/8/29,756,759.375,79.5,1.75,16.32857143,30.9,23.8,35,0.5,4.7
2014/8/30,754.925,758.2875,75.875,1.375,14.175,31.3,24.5,36,6.9,6.8
2014/8/31,754.225,757.6,88,2.25,13.21428571,27.8,24,33,11.2,7.5
2014/9/1,754.625,757.9875,81.5,1.5,14.3125,29.7,23.6,36,5.6,6.2
2014/9/2,754.7125,758.075,80,1.5,10.1,30.7,24.1,34,0,4.1
2014/9/3,753.5875,756.925,71.875,1.75,16.4,30.7,25.2,36,0.766666667,7.5
2014/9/4,752,755.3375,72.5,2.5,18.375,31.4,23.9,36,1.533333333,9.5
2014/9/5,752.2875,755.6625,89.875,1.25,8.175,27.4,24.7,32,2.3,6.9
2014/9/6,752.6375,756,78,1.75,10.8625,30.5,23.4,35,1.8,6.6
2014/9/7,752.4375,755.775,79,2,12.6875,31.1,25.1,36,0,9.2
2014/9/8,751.9375,755.3,85,1.625,17.25,28.4,25.3,33,17.5,9.5
2014/9/9,752.425,755.775,79.875,1.5,13.0875,28.6,25.5,33,8.75,6
2014/9/10,752.7,756.05,80,1.125,12.14285714,30.6,24.8,35,0,3.8
2014/9/11,752.6375,755.975,80.625,1.5,14.5,30.8,25.5,35,8.75,3.9
2014/9/12,751.8,755.15,85.5,1.375,13.87142857,28.9,25,34,17.5,8.1
2014/9/13,751.3625,754.7125,86.375,1.625,14.2125,29,24.9,33,14,7.7
2014/9/14,751.4375,754.8,79.5,1.75,16.95,30.8,24.8,36,9.8,6
2014/9/15,748.8,752.1125,77.875,2.875,13.8125,31,25.3,35,5.6,16.1
2014/9/16,749.625,752.975,84.75,5,24.375,26.8,25.2,29,27.4,19.8
2014/9/17,754.8375,758.2125,86,3,16.75,27.9,25.6,31,11.2,11.6
2014/9/18,755.8125,759.15,79.125,1.75,15.175,30.4,24.9,34,10.48666667,5.7
2014/9/19,752.125,755.45,76.125,2.625,13.0125,30.6,24.3,35,9.773333333,10.3
2014/9/20,750.825,754.175,69.125,4.125,19.625,27.2,23.9,31,9.06,17.9
2014/9/21,751.4875,754.8625,66.625,2.75,17.875,27.3,23.5,30,8.346666667,12.9
2014/9/22,752.5125,755.875,67.5,2.25,16.5,28.2,21.7,32,7.633333333,11.9
2014/9/23,753.425,756.825,69.375,1.875,14.125,28.1,21.3,32,6.92,11.9
2014/9/24,755.0625,758.4375,73,2,12.71428571,28.8,23.2,33,6.206666667,8
2014/9/25,755.6875,759.0875,76.875,1.625,10.7875,29.9,22.6,34,5.493333333,4.7
2014/9/26,755.825,759.1875,74.75,1.125,7.7625,30.1,23.5,34,4.78,4.2
2014/9/27,756.2375,759.625,75.375,1.5,15.42857143,30.1,23.9,34,4.066666667,5
2014/9/28,755.6125,759,74.375,1.125,14.4625,30.4,23.3,34,3.353333333,3.6
2014/9/29,755.175,758.5125,75.75,1.375,12.05714286,30.9,23.8,36,2.64,3.6
2014/9/30,755.1625,758.525,75.625,2,10.74285714,30.1,24.4,36,1.926666667,7.2
2014/10/1,755.8875,759.2375,75.375,1.5,10.92857143,28.8,25,33,1.213333333,7.1
2014/10/2,754.525,757.8875,77,1.875,9.6625,29.8,23.5,34,0.5,5.9
2014/10/3,753.8875,757.2375,75.875,2,11,29.1,24,34,0.473684211,8.1
2014/10/4,754.9,758.2875,74,1.5,11.225,28.9,23.1,33,0.447368421,6.9
2014/10/5,756.9,760.3125,64.125,2.875,15.7625,27.6,20.1,33,0.421052632,14.7
2014/10/6,758.575,762,58,2.375,20.125,27.1,19.1,32,0.394736842,13.4
2014/10/7,758.775,761.5,64.75,2.25,15.75,25.5,17.5,31,0.368421053,10.2
2014/10/8,756.8625,760.2875,67.125,2.125,12.34285714,25.9,17.2,30,0.342105263,8
2014/10/9,755.2875,758.7,56.25,2.125,15.625,26.8,19,30,0.315789474,9.5
2014/10/10,754.8375,758.2375,61.25,2.25,16.25,27.3,20.6,31,0.289473684,11.1
2014/10/11,755.425,758.825,63.375,2.5,15.75,28.2,19.2,32,0.263157895,11.4
2014/10/12,757.5,760.8875,57.5,3.625,17.125,27.2,20.6,32,0.236842105,17
2014/10/13,759.7,763.125,50.25,4.625,18.25,25.3,19.85,30,0.210526316,15.7
2014/10/14,760.6875,764.1375,57.375,2.75,10.94285714,24.1,19.1,28,0.184210526,14.4
2014/10/15,760.0125,763.4625,64.5,2,10.55,24.2,16.1,29,0.157894737,7.1
2014/10/16,760.1625,763.6125,72.375,1.5,9.3875,25.4,17.5,30,0.131578947,6.6
2014/10/17,759.9,763.3375,74.375,1.375,8.7875,25.2,17.4,30,0.105263158,5.4
2014/10/18,758.925,762.35,75.25,1.625,9.4375,25.8,18.2,31,0.078947368,6.3
2014/10/19,758.525,761.95,75.625,1.875,9.4875,26.3,19,32,0.052631579,6.3
2014/10/20,757.7875,761.2125,75.875,2,10.6,27.7,19.4,32,0.026315789,7.1
2014/10/21,758.1375,761.55,73.25,1.625,10.32857143,27.6,21.8,32,0,6.3
2014/10/22,758.9625,762.35,60.875,2.875,18.125,26.1,23.1,30,0.4,16.7
2014/10/23,759.275,762.7,70.5,2.5,15.57142857,24.3,20.1,27,0.8,9
2014/10/24,758.9875,762.425,79.5,1.625,9.85,24.2,20.1,28,0.533333333,5.7
2014/10/25,759.2375,762.675,80.625,1.5,6.4,25.7,19.2,29,0.266666667,4.8
2014/10/26,759.525,762.95,83,1.625,4.1625,24.9,21.4,29,0,5.4
2014/10/27,758.8625,762.275,68.5,2,10.9125,27.5,21.6,33,0,5.9
2014/10/28,759.0875,762.5125,71,1.25,12.22857143,27.1,19.5,30,0.4,6.5
2014/10/29,759.125,762.525,71.875,1.625,12.42857143,27.2,22.1,31,0.8,7.5
2014/10/30,758.35,761.7625,77.125,1.375,11.01428571,26.7,20.3,30,1.2,5.4
2014/10/31,757.2125,760.625,79.125,1.375,9.075,26.7,20.2,31,1.6,4.4
2014/11/1,756.2625,759.6625,80.125,1.375,6.7875,27.7,20.8,32,2,3.8
2014/11/2,758.975,762.3875,67.25,4.125,15.9125,22.7,20.1,26,2.4,20
2014/11/3,760.5625,764.025,57.5,2.625,14.375,22.1,18.1,26,2.8,14.4
2014/11/4,760.025,763.5,64.375,2,13.125,21.9,18.5,23.4,3.2,6.8
2014/11/5,759.6,763.0625,77.25,1.375,9.4375,23.1,18.8,26.2,3.6,5.3
2014/11/6,760.1,763.5625,89.625,2.625,7.975,19.9,18.8,22,10.2,9.6
2014/11/7,760.3,763.7875,89.625,2.75,8.4125,17.4,16.8,19.5,11.2,9.8
2014/11/8,761.225,764.7375,90.125,3.375,14.925,18.9,15.5,21,5.8,12.9
2014/11/9,761.2375,764.7125,77.125,2.75,16.375,18.8,17.2,22,2.3,10.2
2014/11/10,760.2625,763.7625,85,3.625,17.275,18.7,16.8,22.1,0,9.2
2014/11/11,759.7125,763.1875,86.5,2.375,14.5,19.1,17.8,21.7,4.1,6.9
2014/11/12,760.9125,764.3875,83.5,3.125,16.6,18.9,16.9,21,0.5,13.7
2014/11/13,762.825,766.325,72.375,2.375,11.625,19.1,15.5,22,0.3,12.6
2014/11/14,762.1625,765.6625,72,2,11.75,19.6,15.5,24,0,7.7
2014/11/15,761.725,765.2,72.625,1.5,13.42857143,21.9,15.5,26,0.021428571,5.6
2014/11/16,760.625,764.0875,68.625,3.625,12.9,21.9,16.4,27,0.042857143,11.7
2014/11/17,762.4,765.8875,62.125,3.625,11.875,19,14.8,24,0.064285714,19.7
2014/11/18,763.725,767.2375,62,3.75,12.5,18.9,13.9,23,0.085714286,16.8
2014/11/19,762.6875,766.175,65.75,2.375,13.28571429,18.9,14,24,0.107142857,7.1
2014/11/20,760.65,764.15,73.625,1.875,10.475,20,13.2,25.2,0.128571429,5.6
2014/11/21,759.6125,763.1,76.875,2.125,10.41428571,21.6,14.1,27,0.15,4.8
2014/11/22,758.9375,762.4125,75.375,1.125,11.3125,23.2,15.3,28,0.171428571,4.4
2014/11/23,759.1125,762.575,78.125,1.75,10.325,23.6,17,29,0.192857143,6.5
2014/11/24,758.1875,761.625,80.25,1.125,10.65,24,17.7,29,0.214285714,4.4
2014/11/25,756.9125,760.3375,77.625,2.375,9.6125,22.3,18,28,0.235714286,7.8
2014/11/26,756.9875,760.4125,75.5,2.375,9.833333333,22.7,17.2,26,0.257142857,7.5
2014/11/27,757.7125,761.1375,73.875,2.125,11.93333333,24.3,18.1,28,0.278571429,8.3
2014/11/28,757.625,761.05,82.25,1.125,7.4125,24.2,20.9,27,0.3,3.3
2014/11/29,756.35,759.775,80.625,2.25,9.2875,25.5,21.3,29,0.3,6.2
2014/11/30,756.375,759.775,82.375,2,8.785714286,24.1,22.6,29,0.8,6.9
2014/12/1,760.5375,764.0125,65,5.25,23.25,16.2,14.5,19.2,1.3,22.1
2014/12/2,762.4125,765.9625,82.375,3.375,7.414285714,12.9,11.3,15,6.9,11.1
2014/12/3,760.5125,764.05,91,3,6.125,14.1,12.1,16.5,6.1,8.7
2014/12/4,764.1875,767.775,70.125,4.875,25.14285714,13.7,8.7,16,4.8,22.1
2014/12/5,764.225,767.7875,51.875,2.625,24.125,14.4,9.5,18.8,0,11.6
2014/12/6,762.1875,765.725,54.875,2.25,20.375,15.8,9.1,20.4,1.3,7.2
2014/12/7,762.375,765.925,87.875,3.25,8.4375,12.7,11.5,13.1,5.6,11.3
2014/12/8,762.95,766.5375,74.125,3.125,13.2125,16.5,10.7,19.6,0.3,10.8
2014/12/9,762.9,766.4375,65.5,2.25,13.875,18.8,13.7,24,0,6
2014/12/10,761.775,765.3,61.375,3.375,13.25,17.8,14.9,23,0.055555556,12.6
2014/12/11,763.0625,766.5875,61.5,5.25,12.25,13.9,10.9,18,0.111111111,21.1
2014/12/12,766.4125,770.025,43.875,5.75,15.625,12.4,9.7,17,0.166666667,22.8
2014/12/13,766.75,770.375,46,3.375,15.375,12.4,6.5,18,0.222222222,14.1
2014/12/14,764.575,768.1875,55.5,2.125,17.625,14.4,6.5,20.1,0.277777778,4.5
2014/12/15,762.8125,766.3375,59.375,2.625,11.625,17.3,8.2,22,0.333333333,8.6
2014/12/16,766.8375,770.375,39.5,6.5,15.375,13.2,10.2,17,0.388888889,25.2
2014/12/17,768.075,771.7,31.875,3.5,22.125,11.3,6.1,16.4,0.444444444,17.1
2014/12/18,767.0375,770.6625,44.5,2,22.375,13.3,4.4,17,0.5,5.4
2014/12/19,765.525,769.1375,87.375,1.75,9.0875,10.2,8.6,14,1.5,4.8
2014/12/20,762.775,766.4,71.125,2.5,13.75,12.8,4.3,20,1.3,4.7
2014/12/21,765.05,768.6375,51.375,4.75,18.14285714,13.7,6.8,19.1,0,14.9
2014/12/22,765.425,769.05,50.375,2.875,16,11.9,4.5,18,0.5,10.5
2014/12/23,763.6125,767.2,62.375,1.375,12.875,12.8,5.2,15,1,4.4
2014/12/24,763.325,766.8875,76.625,1.5,11.3,17.1,9.6,22.6,2.8,4.5
2014/12/25,762.1625,765.6625,77.625,1.75,9.55,18.1,13.1,21,4.6,6.8
2014/12/26,762.3875,765.8875,78.5,1.75,6.8875,15.6,13,19.6,1.8,8.3
2014/12/27,763.7125,767.275,93.625,3,4.775,12.6,11.6,14,22.9,11.9
2014/12/28,764.675,768.2625,78.625,4.5,12.025,11.3,9.1,15,0.3,17
2014/12/29,762.7875,766.425,74.375,2.25,12.15714286,12.4,4.7,20,0,8.1
2014/12/30,761.55,765.15,69.375,2.25,13.1625,13.3,4.5,21.6,0.071428571,4.1
2014/12/31,763.1625,766.75,63.875,2.25,15.4125,15.7,5,23,0.142857143,7.4
2015/1/1,765.5125,769.075,48,3.125,18.625,14.2,9.5,20.4,0.214285714,12.7
2015/1/2,765.375,768.9875,54.5,2,16.625,13.9,6,20.3,0.285714286,4.7
2015/1/3,763.1625,766.775,72.5,1.625,9.0625,14.6,6.5,21.3,0.357142857,3.3
2015/1/4,759.2875,762.85,76.875,1.5,9.3,17.8,7.6,22.1,0.428571429,4.2
2015/1/5,757.175,760.6625,81.75,1.375,8.814285714,20.1,15.9,22,0.5,2.9
2015/1/6,757.8,761.25,85.75,2.125,4.0875,19.3,18,24.7,0.6,5.4
2015/1/7,762.6625,766.1625,72.25,4.75,14.57142857,12.9,11.7,16,0.7,19.1
2015/1/8,766.3,769.9,59.5,3.125,13.375,13.9,7.6,19,0.8,14.4
2015/1/9,765.825,769.4125,62.75,2.375,12.5,14.4,8.2,18,0.9,8.1
2015/1/10,764.5875,768.175,53.625,2.75,16.375,14.5,9.6,20,1,10.2
2015/1/11,764.15,767.725,74,2.875,10.85,12.7,9.2,16.4,6.9,9.6
2015/1/12,764.15,767.7375,93.625,3.375,6.7625,10.9,9.8,12,46,11.9
2015/1/13,763.3,766.8875,83.625,4.125,18.9625,11.7,9.5,15,1.5,13.5
2015/1/14,764.0875,767.675,68.5,3.125,23,12.4,8.3,18.4,0.5,14.9
2015/1/15,764.2625,767.8625,71.25,2.5,14.175,12.6,4.9,19,0,8
2015/1/16,764.0375,767.625,68.5,2.25,14.15,15.6,6.7,21.6,0.033333333,7.8
2015/1/17,764.9625,768.55,61.125,2.125,15.875,15.2,9.3,20,0.066666667,10.2
2015/1/18,764.8,768.4,61.75,3.125,12.01428571,15.1,6.5,20.1,0.1,10.5
2015/1/19,763.8,767.375,50,2.5,13.57142857,14.4,8,22,0.133333333,8.6
2015/1/20,762.35,765.9375,73.125,1.75,7.4,15.7,6.1,22,0.166666667,4.1
2015/1/21,762.4125,765.9625,67.25,2.625,8.15,17.1,11.4,23,0.2,8.1
2015/1/22,762.95,766.5125,58.375,2,15,15.7,8.8,23,0.233333333,6.6
2015/1/23,761.7,765.2625,68.125,2.5,13.37142857,16.1,6.1,23,0.266666667,8.3
2015/1/24,760.8875,764.425,76.625,2,9.35,17.9,9.4,21,0.3,5.4
2015/1/25,760.5625,764.0875,80.75,1.5,7.7875,18.6,15.9,23.3,0.3,5
2015/1/26,760.35,763.85,83,1.375,7.1125,18.9,14.6,23.6,0.3,5.7
2015/1/27,759.7625,763.2625,81.875,1.25,7.425,18.9,13.9,23,0.3,4.2
2015/1/28,760.1,763.5875,73.25,2,9.5625,18.1,15.5,21,0.3,7.5
2015/1/29,761.1625,764.675,70.25,2.25,11.28571429,16.6,13.8,22.3,0.3,8.9
2015/1/30,763.5428571,767.5285714,65.71428571,3.857142857,15.14285714,12.3,10.3,18.1,0.3,16.4
2015/1/31,766.5625,770.15,67.75,3.5,14.375,12.2,8,16.1,0.3,12.3
2015/2/1,766.85,770.4375,68.5,2.375,14,13.3,10.4,17,0.3,10.8
2015/2/2,765.775,769.3625,71,2.125,12.375,16.2,7.9,22.1,0.3,6.2
2015/2/3,765.225,768.775,72.125,2.25,11.41666667,16.6,11.7,21.6,0.3,8.3
2015/2/4,765.0875,768.6375,71.125,4.5,15.42857143,11.9,10.8,15,0.3,16.7
2015/2/5,766.5875,770.2125,58.375,4.25,14,11.3,9.5,14.1,0.3,18.5
2015/2/6,765.3375,768.95,62.75,2,10.3125,12.7,6.9,15,0.3,9
2015/2/7,763.375,766.95,65.125,1.75,9.2875,13.5,10.1,17,0.3,7.2
2015/2/8,764.8875,768.475,46.5,3.625,12.875,13.4,8.9,19,0.3,14.7
2015/2/9,765.525,769.1375,57.75,2,10.5,14.4,5.4,19,0.3,8.1
2015/2/10,762.9,766.4875,67.75,1.125,10.44285714,15.6,7,19,0.3,4.5
2015/2/11,760.9,764.4375,68.375,2,7.9625,14.6,10.9,18.2,0.3,6.9
2015/2/12,760.4625,764,62.875,2.375,11.65714286,16.3,10,23,0.3,6.8
2015/2/13,760.2375,763.8,63.75,2.125,11.4375,17.1,7.4,23.1,0.3,5.6
2015/2/14,759.075,762.575,64.5,2,11.625,18.4,11.3,23.3,0.3,5
2015/2/15,758.9875,762.5,87.875,2.125,5.4,16.9,14,20.9,2.3,5.9
2015/2/16,759.375,762.85,88,1.75,7.9125,18.1,14.2,22,0.5,5.6
2015/2/17,758.9375,762.425,82.875,1.25,10.6125,20.6,12.9,26,0,5.1
2015/2/18,760.575,764.0625,78.375,1.375,9.4625,20.3,13.9,24,0,5.9
2015/2/19,761.325,764.825,72.375,1.875,9.65,19.7,16.3,23,0,7.8
2015/2/20,759.7375,763.2125,74.375,2.625,14.75,20.8,16.4,24,5.85,9.2
2015/2/21,757.8875,761.3375,82.125,1.25,11.14285714,21.1,18.3,24.7,11.7,5.3
2015/2/22,758.275,761.725,86.75,1.625,7.8375,21.9,18.5,26,9.7,6.2
2015/2/23,757.525,760.975,91.75,1.625,6.0125,21.1,19,22,16.5,6.2
2015/2/24,756.875,760.325,86.375,2.75,8.7875,22.4,19,26,0.5,10.7
2015/2/25,756.4875,759.925,82.75,4,10.8125,22.8,19.6,26,0.3,13.1
2015/2/26,756.9,760.35,80.375,2.875,12.0625,23.6,19.6,28,0,11.1
2015/2/27,757.55,761,81.875,3,16,22.5,20,25,0,12.3
2015/2/28,759.025,762.475,79.625,2.375,13.4875,19.1,17,23,0,9.3
2015/3/1,762.5,766.0125,67.125,4.75,28.125,14.7,12.1,18.4,0,18.2
2015/3/2,758.925,762.4375,72.5,1.75,16.9,16.5,12.1,18,0.5,6.5
2015/3/3,756.1625,759.65,91.625,3,7.95,15.1,12.7,18.4,2.8,9.8
2015/3/4,758.6375,762.2,92,2.625,15.7625,12.9,11.5,14,0.5,9.8
2015/3/5,758.7,762.225,95.375,2.125,2.7375,13.3,13,15.4,3.6,7.4
2015/3/6,760.025,763.5875,93.375,4,10.42857143,11.6,10.7,12.6,0,10.4
2015/3/7,760.475,764.0125,87.25,2.375,11.15,15.1,10.5,17.8,0,6.2
2015/3/8,759.7375,763.2375,85.875,1.125,7.475,19.5,15.6,22,0,4.1
2015/3/9,760.675,764.15,80.75,2.375,9.975,18.9,16.9,23.5,2,8.1
2015/3/10,763.25,766.775,88.75,2.75,8.3375,14.6,14,18,0.5,11.6
2015/3/11,763.4875,767.0375,89.625,2.5,10.7625,13.2,12.1,14,7.1,9.5
2015/3/12,762.5625,766.1375,90.25,1.75,13.725,14.8,11.3,16,6.1,6.9
2015/3/13,760.7875,764.325,83.5,1.25,11.6125,16.8,13.2,18,3.6,4.8
2015/3/14,760.1875,763.6875,85.375,1.625,8.0375,19.2,16,20.7,0,4.2
2015/3/15,758.475,761.9375,90.5,1.25,3.6,21.7,19.1,23,0.3,5.1
2015/3/16,757.8875,761.325,86.375,2.5,8.525,23.7,20.2,26,0.15,9.3
2015/3/17,755.5875,759,82.5,3,14.08571429,23.3,21,25,0,13.1
2015/3/18,754.6375,758.0375,82.5,3.25,11.8,24.4,21,26,0,11.6
2015/3/19,756.125,759.525,81.875,2.25,11.3375,25,21.7,29,0,8.1
2015/3/20,757.8875,761.3,76.625,1.75,12.42857143,25.6,20.7,30,0,6.8
2015/3/21,759.2,762.6375,77.125,2.25,10.31428571,23.2,19.6,26,0,10.5
2015/3/22,759.5625,763.0125,74.375,2.625,12.71428571,22.3,19.6,24.1,0,6.5
2015/3/23,760.8875,764.3625,80.125,2.625,10.375,19.8,17.2,23,1,8.4
2015/3/24,763.45,766.9375,72.375,2.5,22.75,19.9,17.8,23.1,1.65,9.8
2015/3/25,764.1142857,768.0142857,72.42857143,2,19.71428571,18.8,16.3,21.8,2.3,7.7
2015/3/26,762.2,768.625,90.25,1.75,9.875,18.1,15.6,19,0.8,5
2015/3/27,760.35,766.775,83,1,14.475,21.5,16.6,25,0.6,4.4
2015/3/28,757.45,763.775,75.5,1,12.75,23.3,16.6,27,0.4,6
2015/3/29,755.65,761.95,82.75,1.5,8.65,23,16.6,26,0.2,7.2
2015/3/30,754.55,760.8,78.25,2.25,13.66666667,24.3,20.1,28,0,9.6
2015/3/31,756.1571429,759.9571429,75.57142857,3.142857143,17.85714286,25.3,21.6,29,0,11.3
2015/4/1,755.1625,758.575,81.875,4,13.66666667,25.8,21.7,28,0,14.1
2015/4/2,751.9125,755.2875,80.125,4.875,16.5,27.4,23.3,31,2.716666667,18
2015/4/3,751.35,754.7,81.25,4.25,17.375,26.9,24.3,28,5.433333333,15.8
2015/4/4,753.2375,756.6375,76,5.25,23.875,27.4,24.7,32,8.15,16.8
2015/4/5,754.7875,758.15,68,3.625,20.125,27.6,22.3,32,10.86666667,12.8
2015/4/6,755.1875,758.5625,74.375,1.125,15.5125,28.2,19.8,33,13.58333333,5.6
2015/4/7,757.3375,760.7375,74.75,3.5,11.6875,21.6,16.2,29.5,16.3,16.2
2015/4/8,761.825,765.325,88.125,3,14.9375,14.7,12.2,18,17.3,13.7
2015/4/9,760.8875,764.45,89.875,3.125,9.3625,14.3,12.8,15,5.1,9.8
2015/4/10,761.25,764.775,89.5,3.125,14.64285714,14.3,12.6,16,18.8,11
2015/4/11,761.775,765.325,92,2.125,9.285714286,15.7,12.3,17,9.4,5.9
2015/4/12,761.65,765.175,75.125,2,15.15714286,20.3,12.8,25,5.8,9
2015/4/13,761.2,764.6875,61.25,3.125,17.27142857,22.1,13,28,0,9.3
2015/4/14,760.5625,764.025,51.5,2,18.125,21.3,10,28,0,6.3
2015/4/15,758.2,761.675,61.125,2.875,17.42857143,23.1,11.6,29,0,9.8
2015/4/16,757.4625,760.9,68.375,1.375,12.625,24.7,13.7,31,0,5.6
2015/4/17,755.2625,758.7,71.25,3.375,15.2,24.9,16.2,29,0,12.8
2015/4/18,753.425,756.825,81.5,3,12.75,26.4,21,28,0,13.1
2015/4/19,752.125,755.475,81.875,3.625,12.375,27.8,24.6,32,0,14.6
2015/4/20,752.8875,756.275,86.75,3.875,15.5,21.1,17.2,27,28.7,13.2
2015/4/21,757.0625,760.525,70.125,3.5,22.75,22.2,17.2,26,19.23333333,15.5
2015/4/22,759.6125,763.0625,64.125,2,18.125,23.3,17.1,27,9.766666667,9.2
2015/4/23,760.525,763.975,73.125,1.75,12.275,23,19.8,25,0.3,7.2
2015/4/24,759.975,763.4125,79.75,1.5,12.21428571,23.8,19.4,27.3,1,6
2015/4/25,759.0125,762.45,82.375,1.375,7.675,25.4,20,29,1.5,5.6
2015/4/26,758.9875,762.4125,87.25,1.25,3.9875,22.9,21.2,25,4.6,6
2015/4/27,757.0625,760.5125,77.125,1.625,9.185714286,25.9,19.7,30,7.633333333,6
2015/4/28,754.95,758.3375,74.75,2.25,11.95714286,27.2,21.8,31,10.66666667,8.6
2015/4/29,754.7125,758.1125,80.125,1.375,10.2375,27.2,21.6,32,13.7,6.3
2015/4/30,754.525,757.925,75,2.25,11.225,28.7,22.2,32,12.95,7.7
2015/5/1,753.55,756.9375,78.375,3.875,22.375,27.8,25,31,12.2,16.2
2015/5/2,753.0125,756.3625,78.375,3.25,25.125,27.3,24,31,26.05,12.2
2015/5/3,753.425,756.8,80.5,1.875,16.4125,28,24.8,34,39.9,6.9
2015/5/4,753.6625,757.0125,81.625,2.25,11,27.7,23.7,33,87.1,8.5
2015/5/5,752.6625,756.05,87.625,2,11.475,27.1,23.6,30,17.3,8.7
2015/5/6,752.4,755.8,88.875,2.375,10.6375,25.6,22.7,29,79.5,12
2015/5/7,753.7,757.1125,88.625,2.25,9.914285714,26.4,22.5,30,105.4,8
2015/5/8,752.525,755.8875,84.5,3,19,28,24.2,30,1.8,10.2
2015/5/9,752.8375,756.2125,88.125,2.5,13.525,24.7,22.7,29.2,37.3,8.3
2015/5/10,753.8375,757.2375,83.125,2.125,12.6125,26.6,21.9,29,40.9,7.5
2015/5/11,754.2,757.5875,87,2.5,14.075,23.7,20.4,29,44.5,8.1
2015/5/12,756.375,759.7875,57.875,2.5,27.875,25.6,19.3,30,40.6,10.5
2015/5/13,755.375,758.8,75.5,3.25,17.125,26.9,19.9,30,0,10.5
2015/5/14,755.1875,758.5375,75,3.125,18.9375,28.7,24.2,33,0,12.6
2015/5/15,754.3714286,758.1142857,76.85714286,3.428571429,21.85714286,28.9,25.8,33,14.5,14.1
2015/5/16,754.0375,757.4125,89.875,1.875,9.95,24.4,22.3,29,26.4,7.1
2015/5/17,752.5125,755.9125,90,2.125,8.6125,25.5,23,27,47.5,7.5
2015/5/18,751.95,755.325,84,2.25,13.7625,28.9,23.6,32,1.8,10.8
2015/5/19,751.1625,754.5,81.5,3,17.875,29.8,26.5,33,0,11.6
2015/5/20,751.3625,754.7,89.875,2.625,9.875,24.5,22.8,29,63.5,8.9
2015/5/21,752.6125,756.025,91.875,1.25,5.4875,24.2,22.1,26,46.5,5.7
2015/5/22,753,756.4125,91.125,2.125,7.942857143,23.6,21.6,24,5.6,8.4
2015/5/23,751.0875,754.4875,92.5,1.375,4.825,24.1,22.5,26,30.2,5.6
2015/5/24,751.15,754.525,91.75,0.75,5.6,25.6,23.1,27.1,13.2,2.7
2015/5/25,751.5875,754.9625,88.25,1.5,4.65,27.1,24.4,32,31,5.1
2015/5/26,752.325,755.6875,90.125,2.375,7.5375,26.2,24,29,21.8,7.8
2015/5/27,751.175,754.5375,82.875,2.625,11.5875,29.9,25.5,34,0,9.3
2015/5/28,750,753.3375,78.25,3.125,16.5,31.2,27,35,0,11.4
2015/5/29,750.8,754.125,75.75,3.375,18.375,31.6,27.5,36,0,11.6
2015/5/30,751.975,755.325,84.875,2,9.9625,27.9,24.2,34,54.4,8.6
2015/5/31,752.2,755.5875,91.125,1.375,7.1125,25.2,23.1,30,26.4,6
2015/6/1,752.2875,755.6625,88.625,2,9.614285714,27.1,22.8,32,26.7,7.8
2015/6/2,753,756.3625,78.25,3.125,19.5,28.9,24.6,33,1.8,10.4
2015/6/3,753.7125,757.0375,72.625,3,23,30.8,25.9,35,10.45,11.1
2015/6/4,752.95,756.2875,80.25,2,18.2875,29.2,24.6,35,19.1,8.4
2015/6/5,752.0625,755.4,87.625,1,12.3875,27.1,24.4,30.9,40.9,6
2015/6/6,752.2,755.55,84.375,1.375,9.6125,27.5,24.3,32,1.5,7.4
2015/6/7,752.7625,756.1125,76,3.25,23.875,29.5,24.1,33,3.8,10.8
2015/6/8,752.25,755.6,75.625,2.625,24.875,30.7,25.8,34,6.1,11.7
2015/6/9,751.525,754.85,75.875,3.75,22.75,29,26,33,1,13.7
2015/6/10,751.6375,755,85.375,1.5,13.1875,27.9,25,33,14.5,8.3
2015/6/11,752.4,755.775,84.25,1.875,13.25,27.9,24,34,25.7,6.9
2015/6/12,752.9,756.275,86.875,1.75,10.175,26.6,23.6,33,15.7,6.9
2015/6/13,752.1,755.4625,83.125,2.125,13.7,27.9,24,33,17.3,7.4
2015/6/14,752.55,755.8875,83.875,1.875,15.35,29.8,23.7,34,10.7,8.4
2015/6/15,753.45,756.825,79.5,1.5,17.8,29.1,24.6,34,6.4,8.3
2015/6/16,752.5625,755.9,80.5,1.875,16.575,30.4,24.6,34,1.5,7.2
2015/6/17,750.6125,753.9625,70.125,3,24.28571429,31.2,25.1,35,4,10.2
